,Year,Area.Code,TA Title,Region Title,Regional Industry GDP-Annual Total,Business Demography-Annual Total Enterprise Count,Business Demography-Annual Total Employee Count,Household-Average Income,Property-Regional Median Home Price Index,Property-New Building Consents,Property-New Dwelling Units Consents,Property-New Commercial Buildings Consents,Population Estimation - Total,Population Estimation - 0-14 Yrs Old,Population Estimation - 15-39 Yrs Old,Population Estimation - 40-64 Yrs Old,Population Estimation - 65 Yrs Old and over,Property-Total Affiliation,Housing-Average Number of Active Bonds,Housing-Average Median Rent,Employment-Average Filled Jobs,Income-Average Total Earnings Millions,Business Demography-ANZSIC_Ind A_Enterprise Count,Business Demography-ANZSIC_Ind B_Enterprise Count,Business Demography-ANZSIC_Ind C_Enterprise Count,Business Demography-ANZSIC_Ind D_Enterprise Count,Business Demography-ANZSIC_Ind E_Enterprise Count,Business Demography-ANZSIC_Ind F_Enterprise Count,Business Demography-ANZSIC_Ind G_Enterprise Count,Business Demography-ANZSIC_Ind H_Enterprise Count,Business Demography-ANZSIC_Ind I_Enterprise Count,Business Demography-ANZSIC_Ind J_Enterprise Count,Business Demography-ANZSIC_Ind K_Enterprise Count,Business Demography-ANZSIC_Ind L_Enterprise Count,Business Demography-ANZSIC_Ind M_Enterprise Count,Business Demography-ANZSIC_Ind N_Enterprise Count,Business Demography-ANZSIC_Ind O_Enterprise Count,Business Demography-ANZSIC_Ind P_Enterprise Count,Business Demography-ANZSIC_Ind Q_Enterprise Count,Business Demography-ANZSIC_Ind R_Enterprise Count,Business Demography-ANZSIC_Ind S_Enterprise Count,Business Demography-ANZSIC_Ind A_Employee Count,Business Demography-ANZSIC_Ind B_Employee Count,Business Demography-ANZSIC_Ind C_Employee Count,Business Demography-ANZSIC_Ind D_Employee Count,Business Demography-ANZSIC_Ind E_Employee Count,Business Demography-ANZSIC_Ind F_Employee Count,Business Demography-ANZSIC_Ind G_Employee Count,Business Demography-ANZSIC_Ind H_Employee Count,Business Demography-ANZSIC_Ind I_Employee Count,Business Demography-ANZSIC_Ind J_Employee Count,Business Demography-ANZSIC_Ind K_Employee Count,Business Demography-ANZSIC_Ind L_Employee Count,Business Demography-ANZSIC_Ind M_Employee Count,Business Demography-ANZSIC_Ind N_Employee Count,Business Demography-ANZSIC_Ind O_Employee Count,Business Demography-ANZSIC_Ind P_Employee Count,Business Demography-ANZSIC_Ind Q_Employee Count,Business Demography-ANZSIC_Ind R_Employee Count,Business Demography-ANZSIC_Ind S_Employee Count,Local Authority Financial Stat- Total Government Spending,Local Authority Financial Stat- Total Govnerment Investment,Population-Population Projection 2023 Onward,Economy Activities - Annual_Actual_Retail_Sales_Values (million dollars),Regional Industry GDP-Wholesale Trade,"Regional Industry GDP-Transport, Postal And Warehousing",Regional Industry GDP-Retail Trade,"Regional Industry GDP-Rental, Hiring And Real Estate Services",Regional Industry GDP-Public Administration And Safety,"Regional Industry GDP-Professional, Scientific And Technical Services",Regional Industry GDP-Owner Occupied Property Operation,Regional Industry GDP-Manufacturing,"Regional Industry GDP-Information Media, Telecommunications And Other Services",Regional Industry GDP-Health Care And Social Assistance,"Regional Industry GDP-GST On Production, Import Duties and Other Taxes","Regional Industry GDP-Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional Industry GDP-Food And Beverage Services,Regional Industry GDP-Financial And Insurance Services,Regional Industry GDP-Education And Training,Regional Industry GDP-Construction,Regional Industry GDP-Agriculture,Regional Industry GDP-Administrative And Support Services,Regional Industry GDP-Accommodation,Economy Activities - GDP per capita (dollars),Tourism-Total International Visits,Regional Economic Statistics-Population Weighted Average Deprivation Index,Employment-Annual Average Unemployment Rate,Employment-Annual Average Employment Rate,
1177,2008,T029,29,Wairoa District,231.38,993,3696,65532.89712,206834.5833,41,13,0,8540,2190,2410,2850,1090,NA,318.75,148.3333333,NA,NA,465,3,18,6,54,12,39,30,24,6,12,150,18,15,24,39,33,12,33,980,6,900,25,170,40,290,180,60,25,30,45,60,15,120,350,300,35,65,17239,1527,NA,NA,2.86,3.35,8.96,4.16,8.16,3.69,18.44,68.2,6.81,13.65,17.31,11.24,2.25,2.62,10.17,14.46,34.09,0.36,0.6,27090.52,4472,NA,NA,NA,
1178,2008,T030,30,Hastings District,2697.82,9282,41468,66268.58335,300674.75,435,260,22,74100,17400,22400,24400,9900,NA,3457.5,256.5,NA,NA,2214,3,450,27,870,318,516,267,258,39,549,1932,579,228,54,201,318,129,330,9200,18,6300,280,2300,1250,3500,2000,1100,350,560,490,1500,2150,1350,3200,4600,430,890,78888,1169,NA,NA,100.88,80.4,125.98,141.93,84.08,134.64,219.32,449.25,78.03,246.09,205.87,188.63,28.53,49.49,94.15,147.91,255.06,59.51,8.07,36408.03,38504,NA,NA,NA,
1179,2008,T031,31,Napier City,1783.99,5958,26216,62519.75463,328125.0833,245,204,7,57400,11900,17400,18900,9200,NA,3393,280.4166667,NA,NA,306,3,369,12,735,231,528,288,258,30,354,1236,495,165,66,132,291,129,330,1600,6,2750,100,2050,980,3550,2500,1300,170,440,510,1300,1250,1550,2250,2350,510,1050,71816,57905,NA,NA,71.32,118.09,121.91,176.96,90.35,107.96,143.49,172.31,93.56,78.02,134.69,105.08,35.73,41.13,80.68,143.74,23.16,36.46,9.35,31079.88,158808,NA,NA,NA,
1180,2008,T032,32,Central Hawke's Bay District,375.27,2355,6050,59852.50815,242596,108,58,4,13300,2850,3750,4850,1850,NA,516.25,190.0833333,NA,NA,1011,3,60,6,153,48,96,48,48,9,81,513,54,24,30,45,45,36,45,2000,50,1450,30,260,120,550,190,180,25,55,35,95,50,90,380,330,50,110,20015,4878,NA,NA,8.42,12.39,19.12,9.54,5.92,8.8,28.93,90.75,7.84,12.62,27.16,22.28,1.85,5.4,12.09,18.2,80.57,2.25,1.14,28214.66,NA,NA,NA,NA,
1181,2008,T033,33,New Plymouth District,6017.76,8658,34150,68240.50355,315855.6667,587,342,20,72500,14700,22500,24100,11200,NA,3965,273.5833333,NA,NA,1641,63,408,39,939,300,591,294,270,36,480,1605,615,204,57,162,375,162,417,1200,900,4150,340,3350,1300,3900,2550,1450,720,490,440,2000,1700,1200,2550,4050,660,1200,102605,307297,NA,NA,102.96,180.34,154.71,186.57,70.64,193.02,214.66,423.54,130.15,215.58,445.67,2911.84,51.48,70.13,118.8,208.84,252.97,66.97,18.89,83118.14,71429,NA,NA,NA,
1182,2008,T034,34,Stratford District,338.9,1557,2918,51017.86776,198881.5,112,42,3,9100,1990,2780,2940,1390,NA,401.25,185.5,NA,NA,714,6,45,6,117,30,60,42,33,3,33,270,36,18,12,24,30,24,54,490,21,130,25,260,140,420,200,130,12,50,35,110,70,190,290,210,35,100,10364,653,NA,NA,7.82,8.38,14.72,12.11,12.74,7.79,13.67,7.31,7.02,7.59,24.38,103.97,2.23,4.92,11.78,15.17,74.44,1.24,1.62,37242.53,3950,NA,NA,NA,
1183,2008,T035,35,South Taranaki District,2007.74,4296,12105,67108.69328,189471.25,334,85,1,26900,6200,8500,8600,3600,NA,1229.75,202.3333333,NA,NA,2205,12,129,12,204,72,156,87,66,12,141,690,105,36,36,78,63,66,126,1950,190,4550,15,750,290,810,390,290,90,130,140,360,100,340,710,620,110,270,39038,32892,NA,NA,19.87,19.75,32.31,37.61,20.84,30.7,77.78,381.34,25.98,30.99,161.48,601.59,6.95,14.56,31.22,47.97,459.67,5.18,1.95,74636.69,4766,NA,NA,NA,
1184,2008,T036,36,Ruapehu District,502.02,2025,6149,54225,168651.1667,97,62,0,13450,3250,4300,4400,1500,NA,625,161.5,NA,NA,753,0,45,6,174,39,99,144,51,9,51,327,57,30,27,54,42,54,63,1250,9,400,35,720,100,490,640,110,30,50,110,130,85,950,460,320,120,140,26289,5225,NA,NA,6.58,9.49,21.02,22.9,68.96,8.7,32.61,34.28,29.35,15.03,36.22,29.22,8.27,8.21,19.97,53.73,83.05,3.2,11.23,37324.76,79100,NA,NA,NA,
1185,2008,T037,37,Whanganui District,1332.3,4185,18840,"57,843",206585,211,127,3,43500,9100,12500,14300,7600,NA,2566,188.5833333,NA,NA,753,3,213,9,471,135,306,156,111,21,183,777,243,105,48,117,189,114,231,840,0,3150,100,1600,440,2150,1150,640,230,250,180,710,470,1350,1850,2700,360,670,56129,19034,NA,NA,31.57,60.32,86.14,53.08,97.23,55.75,94.76,175.74,64.64,128.12,105.23,67.91,17.52,32.46,80.87,107.64,54.23,14.97,4.12,30627.52,49833,NA,NA,NA,
1186,2008,T038,38,Rangitikei District,464.07,2301,5817,54231,170178.4167,85,32,1,14900,3200,4350,5100,2250,NA,519,173.5833333,NA,NA,966,6,72,6,165,51,117,69,60,9,51,429,63,21,24,51,42,24,75,1650,45,1150,6,320,110,610,440,120,21,45,40,130,25,140,530,250,75,110,22712,4171,NA,NA,7.97,19.19,22.07,14.03,9.55,10.45,29.08,96.94,11.29,10.32,31.54,31.89,5.61,5.09,20.63,19.61,113.7,0.98,4.13,31145.17,1805,NA,NA,NA,
1187,2008,T039,39,Manawatu District,700.72,3930,7508,60078,238995.4167,242,122,4,27100,5900,8100,9400,3700,NA,986.75,220.25,NA,NA,1593,0,129,12,336,96,135,78,96,9,99,831,135,60,33,63,63,48,114,1300,0,910,18,570,350,760,430,250,55,75,120,270,140,850,650,470,120,170,29912,7876,NA,NA,38.29,33.44,30.16,43.55,63.93,21.26,43.47,93.97,16.34,13.11,48.27,29.34,4.43,8.67,32.39,42.97,127.28,5.86,3.99,25762.57,571,NA,NA,NA,
1188,2008,T040,40,Palmerston North City,3623.37,7725,47458,67000.41446,283240.3333,329,243,12,81000,16400,31900,23200,9500,NA,6190,247.5,NA,NA,507,9,408,21,882,408,693,324,321,42,354,1542,669,207,81,192,423,153,489,500,18,3400,250,3800,2900,5600,2950,2050,850,750,510,2550,2650,4300,5500,6300,830,1750,93101,90377,NA,NA,210.09,181.62,248.33,211.82,316.85,246.81,261.62,228.42,164.24,314.56,290.53,73.27,47.19,100.08,321.21,274.34,32.29,86.5,13.6,44788.37,77699,NA,NA,NA,
1189,2008,T041,41,Tararua District,500.58,3087,6577,68693.09207,164954.1667,159,36,4,17800,4050,5150,6000,2600,NA,621.75,167.3333333,NA,NA,1482,6,84,6,174,51,105,72,66,9,51,648,54,24,36,45,45,45,84,1850,12,1150,45,360,180,910,240,150,35,100,45,190,55,170,480,360,95,150,25693,5564,NA,NA,13.23,10.99,30.62,15.93,11.83,15.64,29.85,79.91,10.55,14.03,33.2,38.2,3.27,13.07,23.06,22.92,130.44,3.12,0.72,28201.8,NA,NA,NA,NA,
1190,2008,T042,42,Horowhenua District,691.4,2991,9113,50288,227294.75,198,104,12,30700,6300,7700,10400,6300,NA,1696.5,194.9166667,NA,NA,747,0,192,9,357,78,210,111,87,15,93,516,126,66,33,54,93,57,147,1300,3,1750,160,570,260,1250,570,150,85,130,120,190,150,300,820,890,95,320,29986,5856,NA,NA,16.21,12.31,48.76,36.92,20.98,10.41,41.57,85.3,22.23,37.4,46.16,77.65,9.44,13.08,36.21,35.09,135.89,4.94,0.85,22521.27,14886,NA,NA,NA,
1191,2008,T043,43,Kapiti Coast District,911.51,4881,12493,56311,363663.5,259,194,13,48500,9100,11700,16400,11300,NA,2685.25,285.5,NA,NA,360,6,234,9,891,141,366,192,126,51,189,840,636,177,27,93,192,120,231,360,18,840,95,1500,180,2150,1300,360,240,190,250,600,420,370,1350,1600,210,460,44490,15,NA,NA,12.96,22.92,78.92,84.56,31.06,44.2,53.64,115.95,75.17,59.34,66.59,29.74,20.07,25.26,50.92,103.08,21.2,10.36,5.57,18755.58,32510,NA,NA,NA,
1192,2008,T044,44,Porirua City,1345.16,3912,15815,79083,365411.5,223,184,4,51100,13100,17800,15900,4300,NA,2357.75,303.3333333,NA,NA,114,0,147,15,657,123,327,123,168,51,156,606,633,150,39,141,171,87,204,55,0,990,40,1600,530,2600,850,400,140,180,220,810,450,1050,2850,2250,310,490,55234,27092,NA,NA,40.08,32.08,95.38,79.29,93.46,63.45,84.68,225.16,70.06,138.55,105.12,12.75,22.21,25.45,135.32,101.51,3.15,14.65,2.81,26324.05,NA,NA,NA,NA,
1193,2008,T045,45,Upper Hutt City,1092.57,2949,12105,66555,333186.4167,227,196,1,40100,8500,13100,13400,5100,NA,2105.5,271.3333333,NA,NA,147,0,156,15,558,108,210,105,147,24,99,474,327,114,45,78,126,63,153,65,0,1250,40,930,680,1400,880,270,450,110,130,490,180,2350,1300,880,360,340,35874,233,NA,NA,55.53,20.13,50.54,63.43,171.01,34.89,60.8,241.11,119.34,37.14,75.47,12.78,13.63,12.96,48.69,65.25,2.01,4.79,3.07,27246.06,NA,NA,NA,NA,
1194,2008,T046,46,Lower Hutt City,4545.07,9525,46045,80123,371704.0833,177,139,6,101000,22600,34700,32300,11400,NA,5943.5,295.4166667,NA,NA,63,12,552,42,1356,588,771,315,483,105,495,1701,1314,327,63,219,363,204,552,40,55,6100,530,4150,3500,5300,2250,2400,570,690,560,3450,3450,1700,3700,5100,850,1650,108803,14769,NA,NA,292.61,207.03,201.46,230.48,176.23,305.38,262.53,1016.75,261.86,305.48,325.89,211.57,42.71,79.66,171.79,352.2,1.8,91.77,7.87,44955.8,18976,NA,NA,NA,
1195,2008,T047,47,Wellington City,16092.23,25098,143145,98696,439013,1121,1052,14,190800,33700,83200,57600,16300,NA,19528.25,364.5,NA,NA,138,60,591,63,1881,693,1449,978,762,852,2370,4512,5775,990,345,528,1107,705,1299,95,130,4850,570,4950,4150,10200,9300,5200,6300,8700,1600,20800,10500,25300,10100,11000,3500,5900,326270,26067,NA,NA,479.57,542.94,393.77,714.18,2260.86,2309.29,1001.23,913.43,1951.77,722.75,1242.89,510.1,189.21,1423.66,509.6,388.48,2.93,430.9,104.67,84340.89,466147,NA,NA,NA,
1196,2008,T048,48,Masterton District,738.92,3012,10687,59509,267555.1667,179,115,10,23300,4800,6600,7900,4000,NA,1170.5,211.6666667,NA,NA,822,3,120,6,306,78,204,96,78,18,114,585,135,63,24,66,108,57,129,1100,12,770,15,850,310,1550,750,340,130,200,140,420,310,490,1050,1700,150,400,25809,3670,NA,NA,21.52,18.91,55.15,40.42,36.38,23.4,46.62,77.29,41.4,88.09,57.87,28.38,9.78,24.07,42.09,58.65,51.83,7.75,9.32,31713.26,15944,NA,NA,NA,
1197,2008,T049,49,Carterton District,238.7,1173,2619,51340,257001.8333,109,54,1,7550,1530,1990,2860,1170,NA,253.5,212.3333333,NA,NA,435,3,54,6,138,21,48,27,21,6,24,207,66,24,6,15,15,21,36,560,6,660,15,170,35,210,100,75,6,12,90,100,140,35,190,130,30,55,8775,1041,NA,NA,2.63,7.06,7.41,47.55,2.67,7.43,11.97,55.71,4.08,4.76,14.86,9.77,2.08,1.58,7.83,11.18,35.76,4.24,0.13,31616.16,3828,NA,NA,NA,
1198,2008,T050,50,South Wairarapa District,205.09,1644,3063,71963.9153,324666.5833,116,63,2,9290,1900,2300,3500,1590,NA,334.25,232,NA,NA,594,0,51,0,147,33,75,87,24,12,42,303,105,24,12,18,30,33,54,930,3,280,0,240,100,280,520,70,3,9,35,85,18,45,200,150,30,65,13240,1097,NA,NA,5.92,3.79,7.92,5.85,4.11,4.76,11.1,25.86,4.14,5.62,13.77,5.31,7.25,1.17,7.45,17.29,68.73,0.5,4.55,22077.93,9877,NA,NA,NA,
1199,2008,T051,51,Tasman District,1333.94,6480,19365,36490,387630.1667,464,264,14,46500,9600,12700,17500,6700,NA,1476.25,281.0833333,NA,NA,2043,12,330,24,747,159,339,288,177,24,129,1056,390,144,33,96,153,111,225,5300,60,2500,110,1350,450,2000,1650,500,85,210,250,750,750,260,1400,850,360,530,69591,80533,NA,NA,30.86,45.52,65.18,73.56,17.3,60.25,115.8,202.55,48.13,36.44,94.3,139.08,22.05,23.39,35.03,98.89,195.92,21.05,8.64,28687.01,103761,NA,NA,NA,
1200,2008,T052,52,Nelson City,1973.06,5583,24873,56556,369965,400,323,21,45200,8600,13900,16000,6700,NA,3249.25,293.1666667,NA,NA,285,3,357,21,672,243,456,276,207,39,246,1122,609,165,51,111,297,120,303,980,3,3100,40,1550,1150,3050,2150,1250,530,380,310,1350,1150,930,1550,4000,350,1050,59893,22123,NA,NA,66.14,150.48,113.82,138.44,55.7,123.75,191.2,246.45,103.87,190.56,155.7,90.92,32.95,42.61,78.97,123.11,6.08,49.95,12.36,43651.64,257020,NA,NA,NA,
1201,2008,T053,53,Marlborough District,1926,7065,23365,64245,371201.9167,541,337,12,44200,8000,12500,16200,7500,NA,2171,287.3333333,NA,NA,2304,6,402,33,720,168,336,318,246,21,168,1230,327,147,51,99,177,93,219,4800,65,3600,160,1800,580,2400,1900,840,380,250,410,670,750,1150,1150,1650,280,530,65562,20273,NA,NA,39,81,87,127,79,53,162,333,61,88,146,203,25,31,44,134,192,19,22,43673.47,187274,NA,NA,NA,
1202,2008,T054,54,Kaikoura District,109.67,789,1690,49112.07311,378662.6667,53,32,2,3710,670,1050,1410,580,NA,164.25,237.5,NA,NA,219,3,18,3,102,9,36,96,21,6,15,138,18,21,9,15,9,24,27,210,3,95,18,100,40,210,450,160,25,15,15,9,30,35,110,80,40,45,6741,4070,NA,NA,2.77,9.78,6.84,4.94,2.81,0.45,7.68,7.95,4.74,4.6,7.78,7.46,4.63,1.51,4.32,7.09,18.93,0.85,4.54,29482.26,156851,NA,NA,NA,
1203,2008,T055,55,Buller District,470.63,1170,4245,53605,193373.1667,153,71,2,10050,1850,2700,3900,1600,NA,424.75,210.25,NA,NA,360,24,39,9,108,24,78,111,45,9,27,117,48,21,24,24,33,24,45,460,630,390,45,290,60,460,500,200,40,40,20,190,65,110,310,300,80,55,18327,17929,NA,NA,4.84,16.21,14.04,11.02,7.32,9.25,24.88,42.67,8.83,14.42,30.51,139.98,4.87,5,12.81,21.8,92.27,1.98,7.93,46598.12,95928,NA,NA,NA,
1204,2008,T056,56,Grey District,595.99,1527,7083,63774,234410.3333,147,82,4,13650,2800,4100,4800,1950,NA,466.25,228.75,NA,NA,309,27,63,9,171,63,126,96,66,12,36,180,75,36,30,42,63,33,90,410,250,700,3,640,240,800,610,320,110,85,90,310,190,320,520,1200,95,190,20217,2409,NA,NA,15.25,24.67,30.64,31.59,23.7,17.97,40.69,46.53,22.9,51.67,49.89,56.88,5.99,12.41,29.86,59.1,60.26,6.16,9.83,43662.27,132538,NA,NA,NA,
1205,2008,T057,57,Westland District,299.38,1302,3740,60771,230270.9167,168,80,6,8650,1600,2650,3280,1120,NA,260.25,202.1666667,NA,NA,423,15,72,9,117,21,72,144,36,3,27,162,39,27,18,21,27,30,39,390,30,500,3,280,65,380,950,130,12,40,25,70,100,75,220,140,230,100,13516,6070,NA,NA,3.85,6.02,11.2,14.27,4.9,2.72,18.25,39.52,17.16,6.74,22.38,11.68,8.1,4.54,11.21,19.87,67.99,5.83,23.15,34569.17,400413,NA,NA,NA,
1206,2008,T058,58,Hurunui District,339.84,2490,4415,58684.76744,298120.9167,215,121,1,11000,2250,2900,4200,1650,NA,347.5,239,NA,NA,1233,3,72,9,156,42,60,117,36,6,45,402,66,45,21,33,39,45,60,1650,3,570,45,170,95,210,570,70,21,6,60,110,65,60,300,180,150,80,23669,6586,NA,NA,9.78,5.23,6.5,12.2,3.6,5.93,18.16,13.07,13.44,7.37,18.4,37.08,7.13,1.13,9.73,10.56,152.61,2.8,5.12,31036.8,71646,NA,NA,NA,
1207,2008,T059,59,Waimakariri District,802.17,5859,10472,49819.01902,304671.75,675,429,10,46000,10000,12500,16800,6700,NA,1418.25,285.5833333,NA,NA,2013,6,234,33,777,174,276,114,168,18,162,876,300,162,27,75,114,102,228,1100,12,1200,80,1350,380,1600,810,270,60,110,200,410,280,250,1050,710,130,470,43609,5314,NA,NA,22.83,19.14,58.99,58.81,16.61,24.21,55.88,79.57,35.09,24.31,56.61,54.8,14.64,11.2,44.05,101.74,113.4,9.15,1.14,17438.37,NA,NA,NA,NA,
1208,2008,T060,60,Christchurch City,16595.47,38064,195990,70388.78523,363381.9167,1497,1286,47,368700,68600,132700,117300,50100,NA,27044,290,NA,NA,1143,30,2322,78,4194,2325,3216,1740,1431,309,2340,7566,4170,1485,273,747,1938,744,2013,1600,190,28400,1050,12600,11600,21300,14500,10700,4550,5300,3450,13400,11400,7500,14400,23100,3750,7200,387866,1617965,NA,NA,871.62,939.63,841.64,1107.78,527.17,1234.46,1281.93,2181.44,1268.27,1164.9,1298.66,511.9,238.82,649.32,727.03,1066.29,150.7,404.79,129.12,45010.73,844898,NA,NA,NA,
1209,2008,T062,62,Selwyn District,1070.87,5391,12602,65990,361271.25,842,506,7,38100,8500,12400,13700,3500,NA,720.5,335.6666667,NA,NA,2382,6,189,12,468,114,141,105,156,12,129,882,255,93,39,69,84,117,138,2800,15,1050,20,910,160,630,710,400,12,30,85,980,160,2500,1450,350,180,160,44938,110799,NA,NA,13.04,28.6,15.49,23.4,131.43,84.77,73.05,64.05,20.94,16.32,74,35.83,8.16,3.74,78.53,56.57,328.02,7.26,7.67,28033.22,22675,NA,NA,NA,
1210,2008,T063,63,Ashburton District,1275.9,4728,14425,60333,271047.9167,514,226,15,29100,5900,8800,9700,4700,NA,1016.5,246.9166667,NA,NA,1839,6,159,15,339,132,192,132,123,18,243,912,138,90,24,60,81,84,141,3000,15,3050,150,960,760,1500,710,430,220,230,180,460,350,230,680,960,180,360,32053,45348,NA,NA,48.14,31.01,58.07,45.85,15.84,29.06,80.13,220.36,43.32,40.41,81.17,93.42,15.56,27.35,26.89,68.04,336.42,13.34,1.52,43845.36,32864,NA,NA,NA,
1211,2008,T064,64,Timaru District,1590.66,5322,21100,62158,244131.75,377,190,10,44000,8200,12000,15600,8200,NA,1851.5,199.4166667,NA,NA,1311,6,297,24,483,201,408,204,171,18,273,942,228,114,48,87,183,99,225,1700,30,4450,150,1550,820,2450,1100,1200,420,360,240,660,640,680,1400,2500,180,570,54821,15256,NA,NA,52.48,97.63,90.47,58.91,40.81,44.31,118.61,306.79,70.32,106.08,120.16,77.87,17.81,43.83,59.35,116,142.07,22.52,4.64,36151.32,72108,NA,NA,NA,
1212,2008,T065,65,Mackenzie District,156.19,861,1923,52160.38471,252810.5,98,60,3,4010,780,1170,1510,550,NA,135.5454545,189.1818182,NA,NA,336,0,12,9,54,6,33,84,24,3,15,153,30,21,12,12,12,27,18,380,0,60,65,110,21,120,650,70,12,12,18,25,70,40,110,35,95,30,8983,8990,NA,NA,1.21,4.05,3.72,5.59,1.9,1.51,8.64,2.48,8.45,1,8.75,41.47,3.7,1.07,4.91,7.88,33.79,2.75,13.32,38951.62,233206,NA,NA,NA,
1213,2008,T066,66,Waimate District,201.59,1218,2226,49253.05616,183714.6667,146,52,2,7460,1480,1820,2680,1480,NA,144,169.8333333,NA,NA,687,0,36,0,60,15,30,24,15,0,15,225,21,9,12,12,15,15,27,1050,0,190,0,140,35,110,100,75,6,15,25,95,9,40,150,120,21,45,10011,9801,NA,NA,2.09,5.23,4.24,6.66,2.72,8.77,11.13,10.14,4.58,3.9,11.28,18.9,1.18,2.32,7.44,10.84,89.23,0.4,0.54,26989.02,1104,NA,NA,NA,
1214,2008,T067,67,Chatham Islands Territory,NA,201,356,NA,0,8,1,0,650,150,210,220,70,NA,NA,NA,NA,NA,108,0,9,3,9,0,6,9,3,0,3,21,6,6,3,3,6,0,6,100,0,50,6,6,0,15,30,40,0,3,0,6,12,15,21,15,25,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1215,2008,T068,68,Waitaki District,760.28,2877,9383,56518,223403,193,93,1,20800,3800,5100,7600,4300,NA,768.5,198.5833333,NA,NA,1035,12,87,12,258,69,186,141,75,12,69,510,72,42,27,48,78,45,99,1250,310,2250,18,660,250,1000,770,260,120,110,85,220,220,200,570,740,120,230,35304,5823,NA,NA,14.84,15.69,33.95,25.9,12.19,16.65,52.82,128.4,23.23,29.66,52,117.01,11.02,12.67,28.38,50.33,120.68,6.68,8.18,36551.01,78937,NA,NA,NA,
1216,2008,T069,69,Central Otago District,786.14,3243,10453,58762,307329.1667,330,225,13,17550,3200,4550,6650,3150,NA,756.25,258.75,NA,NA,981,9,123,15,408,84,171,144,87,12,111,543,147,75,33,42,75,72,111,3100,18,670,110,1250,300,970,650,310,45,120,120,330,780,190,500,670,130,190,27772,3759,NA,NA,22.63,26.75,32.33,36.86,11.01,25.91,53.1,33.02,19.95,26.46,50.3,96.93,9.63,11.44,24.18,110.41,172.25,16.5,6.48,44667.78,17156,NA,NA,NA,
1217,2008,T070,70,Queenstown-Lakes District,1311.08,6147,15588,71606,643687.1667,578,469,27,26300,4400,11200,8300,2400,NA,2589.25,351.3333333,NA,NA,324,9,162,18,1101,114,378,492,195,108,363,1482,528,255,36,60,123,231,168,430,3,440,75,1850,220,2200,4450,640,220,310,490,810,1050,280,500,370,870,380,62973,96101,NA,NA,13.3,59.05,93.67,170.29,19.65,72.87,98.84,34.23,126.35,20.84,93.63,33.51,57.93,37.2,25.88,169.59,35.08,33.08,116.09,49850.49,654217,NA,NA,NA,
1218,2008,T071,71,Dunedin City,4755.4,10953,58510,51646.51733,269136.1667,411,284,30,121700,19900,48000,37300,16500,NA,9050.5,238.4166667,NA,NA,996,15,510,27,1116,432,858,558,426,99,711,2025,912,306,126,267,681,297,591,970,130,5800,380,3350,2050,6400,4750,2050,1350,1150,730,3150,3800,2550,7900,8500,1400,2100,179188,42578,NA,NA,135.12,187.14,250.01,235.21,174.53,293.25,404.48,455.42,270.68,436.6,383.15,309.88,80.89,155.24,497.04,271.72,66.66,101.84,46.54,39074.53,316963,NA,NA,NA,
1219,2008,T072,72,Clutha District,664.78,3123,8641,48268,169554.5833,212,76,5,17300,3800,5000,6050,2450,NA,472.5,161.8333333,NA,NA,1620,6,57,3,168,57,123,87,60,9,63,531,57,30,36,54,45,39,78,2950,35,1900,21,580,110,680,370,270,25,55,35,190,30,160,610,400,30,190,29009,101,NA,NA,7.16,22.08,19.1,12.61,9.74,13.87,46.56,130.15,11.66,17.54,44.1,64.9,3.89,5.99,29.21,51.91,168.16,2.04,4.11,38425.95,21331,NA,NA,NA,
1220,2008,T073,73,Southland District,1595.2,6999,15600,53750.54606,221377.4167,404,142,3,29200,6400,9000,10300,3500,NA,531.5,169.5833333,NA,NA,3789,6,126,9,309,63,141,201,132,18,198,1446,99,60,54,78,57,81,132,5900,70,3900,40,550,150,660,1400,1050,35,45,100,200,40,140,610,300,180,230,52585,4087,NA,NA,8.3,94.09,19.44,27.42,12.23,19.2,62,281.37,21.92,9.79,93.9,144.35,11.09,3.81,29.83,37.29,691.18,1.59,26.4,54443.92,304481,NA,NA,NA,
1221,2008,T074,74,Gore District,485.23,1887,6621,51317.75977,173220.9167,109,44,5,12300,2500,3450,4200,2150,NA,638.5,141.3333333,NA,NA,714,6,60,6,108,69,111,48,45,9,57,366,51,21,21,30,45,36,84,1050,35,1750,21,330,250,810,320,250,30,120,25,180,100,150,330,590,60,220,14386,184,NA,NA,17.32,15.52,28.42,8.65,9.35,10.3,25.87,114.14,15.84,20.73,39.18,29.94,4.47,11.71,13.42,26.49,88.93,2.61,2.34,39449.02,15837,NA,NA,NA,
1222,2008,T075,75,Invercargill City,2091.56,4866,26600,56393.72343,211284.6667,336,223,11,51700,10400,16900,16800,7600,NA,3383,195,NA,NA,504,6,282,15,525,225,429,198,201,18,366,816,255,132,63,114,255,129,333,570,30,3850,140,2000,1150,3300,1700,1100,550,650,380,1900,910,1350,1950,3500,470,1100,62173,61248,NA,NA,78.37,73.38,128.14,131.93,85.42,105.5,120.13,318.49,113.25,162.48,181.93,192.71,27.44,74.48,75.74,155.22,29.89,23.8,13.26,40455.9,70967,NA,NA,NA,
